Time,Amount,Class
83685,889,0
83686,17.99,0
83686,96.86,0
83687,3.11,0
83687,48.99,0
83689,105.43,0
83689,74.99,0
83689,8.73,0
83690,0.89,0
83690,20.85,0
83691,52.8,0
83692,20,0
83693,14.99,0
83693,526.75,0
83694,82.85,0
83694,3.94,0
83695,11.76,0
83697,75.12,0
83697,3.76,0
83698,39,0
83699,33.17,0
83699,15,0
83700,0.99,0
83700,10.59,0
83701,5.99,0
83704,9.99,0
83704,98.5,0
83704,63.99,0
83704,54.1,0
83704,10,0
83705,25,0
83705,118.81,0
83705,9.99,0
83706,0.89,0
83707,112.23,0
83708,48.95,0
83708,146.76,0
83708,136.72,0
83708,81.4,0
83708,1,0
83708,6.71,0
83710,1.79,0
83711,1.98,0
83711,134.88,0
83711,1.98,0
83712,11,0
83712,0.76,0
83713,5.41,0
83713,63.23,0
83714,0.99,0
83715,45.93,0
83715,6.82,0
83716,173.05,0
83716,1.98,0
83716,61.8,0
83716,93.91,0
83717,4.37,0
83717,0.89,0
83717,47.97,0
83718,21.52,0
83719,4.99,0
83719,0.77,0
83719,43.74,0
83720,3.99,0
83720,178.94,0
83720,13.54,0
83720,44.85,0
83721,145.88,0
83721,1,0
83721,5.49,0
83722,1,0
83724,56,0
83725,0.98,0
83729,10,0
83730,123.31,0
83731,8.95,0
83732,7.57,0
83732,35,0
83734,9.49,0
83734,12.13,0
83735,2.69,0
83735,7.49,0
83735,0.76,0
83736,0.89,0
83736,0,0
83736,8.05,0
83737,30.39,0
83738,47.85,0
83740,9.99,0
83740,64,0
83742,576.66,0
83742,54.19,0
83743,13.99,0
83743,19.8,0
83743,6.73,0
83743,27,0
83744,20.98,0
83744,1989.72,0
83744,48.56,0
83745,323.14,0
83745,48.95,0
83746,15.76,0
83746,1.29,0
83746,563.8,0
83748,149.99,0
83749,56.54,0
83749,1.29,0
83750,47,0
83750,72,0
83750,76.61,0
83750,52.16,0
83750,48.24,0
83750,37.98,0
83750,37.99,0
83750,52.49,0
83750,1,0
83751,35,0
83751,63.43,0
83751,35,0
83752,2400,0
83752,30,0
83753,15.99,0
83753,15.99,0
83753,43.85,0
83753,43.85,0
83753,1.98,0
83754,1.98,0
83754,10,0
83754,19.02,0
83755,0.77,0
83755,35.92,0
83755,29.99,0
83755,1,0
83756,238,0
83757,0.89,0
83760,49.99,0
83760,10.21,0
83762,95.37,0
83762,1.59,0
83762,15,0
83762,0.99,0
83762,4,0
83763,4.47,0
83763,144,0
83763,1.27,0
83764,11.6,0
83765,27.37,0
83765,7.68,0
83766,33.17,0
83766,636.66,0
83767,91.76,0
83768,34,0
83768,27,0
83768,206.53,0
83769,14.9,0
83769,75,0
83769,1.29,0
83769,376.56,0
83769,333.6,0
83770,12.3,0
83771,3.59,0
83771,5.69,0
83771,60.96,0
83772,104.95,0
83773,67.9,0
83776,6.8,0
83777,262,0
83778,0.99,0
83778,1.77,0
83778,1,0
83779,1.98,0
83780,28.85,0
83780,9.72,0
83781,29.99,0
83781,2.49,0
83783,43,0
83783,0.89,0
83783,17.48,0
83784,587.88,0
83785,0,0
83785,3.99,0
83786,3.99,0
83786,7.5,0
83786,12.14,0
83786,26.86,0
83787,53.89,0
83787,0.89,0
83787,5.85,0
83788,2,0
83788,3.93,0
83791,1,0
83793,15,0
83793,1,0
83794,5.36,0
83796,33.76,0
83796,15,0
83796,20.24,0
83796,6.24,0
83797,97.9,0
83797,64.2,0
83798,20,0
83798,3.99,0
83800,44.95,0
83800,7.5,0
83800,11.8,0
83800,30.39,0
83801,34.66,0
83802,85.8,0
83803,1,0
83803,3.62,0
83804,12.99,0
83804,4.9,0
83805,4.47,0
83805,28.56,0
83805,1.79,0
83805,107.94,0
83806,8.98,0
83807,14.56,0
83809,49,0
83809,1.29,0
83809,10,0
83809,150,0
83810,90,0
83811,113.26,0
83811,16,0
83813,149.1,0
83814,33.99,0
83815,29.95,0
83815,24.99,0
83816,119.5,0
83816,1.3,0
83817,11.99,0
83819,5.38,0
83819,38.09,0
83819,0.75,0
83820,22,0
83820,0.89,0
83820,47.91,0
83821,34,0
83822,3.99,0
83822,2,0
83822,268.04,0
83822,6.51,0
83822,1,0
83822,4.49,0
83823,53.38,0
83823,41.41,0
83823,66.57,0
83824,11.8,0
83825,8.91,0
83826,510,0
83827,15.37,0
83827,113.16,0
83829,7.79,0
83831,42.4,0
83831,39.99,0
83833,212,0
83833,10.74,0
83834,29.9,0
83835,1,0
83836,50,0
83838,8.49,0
83838,0.89,0
83839,0.99,0
83840,812.2,0
83840,29.99,0
83841,1,0
83841,2.24,0
83843,29.99,0
83844,47,0
83844,4.49,0
83845,499,0
83845,10,0
83847,510,0
83847,0.99,0
83848,33.03,0
83848,48.4,0
83849,74,0
83849,190.66,0
83850,0.76,0
83850,50,0
83850,27.22,0
83850,8.99,0
83851,8,0
83852,28.33,0
83853,38.39,0
83854,2.69,0
83855,63.5,0
83855,46.5,0
83856,4.78,0
83858,16.99,0
83858,993.8,0
83858,9.81,0
83861,1.79,0
83862,1,0
83862,5.5,0
83863,12,0
83864,8.9,0
83864,60.33,0
83865,145.99,0
83865,29.99,0
83866,1.98,0
83866,1,0
83867,162.35,0
83868,657.3,0
83868,15,0
83868,29.69,0
83868,9.49,0
83868,0.23,0
83869,2.69,0
83869,1.98,0
83870,85.25,0
83871,1.29,0
83871,4.99,0
83872,2.28,0
83872,28.11,0
83873,9.03,0
83874,3.59,0
83874,42.81,0
83874,211.49,0
83874,13.99,0
83876,39.85,0
83876,8.99,0
83876,0.69,0
83876,0.99,0
83876,0.89,0
83877,4.49,0
83879,1,0
83879,26.51,0
83879,9.99,0
83880,11.5,0
83880,4.57,0
83880,1.29,0
83883,0.89,0
83883,33.99,0
83883,4.54,0
83884,50,0
83884,45,0
83885,35,0
83885,1.78,0
83886,16.01,0
83886,9.43,0
83886,2.23,0
83886,83.5,0
83886,59.2,0
83889,19.95,0
83889,7.78,0
83890,27.62,0
83890,2.69,0
83890,1.29,0
83891,115.08,0
83892,21.29,0
83893,4.99,0
83893,6.3,0
83893,92.54,0
83893,0,0
83894,28,0
83895,1,0
83895,48,0
83895,7.49,0
83896,3.66,0
83897,5.38,0
83897,20,0
83897,51.16,0
83897,100.99,0
83897,383.44,0
83897,53.89,0
83898,129.15,0
83899,96.85,0
83899,11.5,0
83899,1,0
83899,209.98,0
83900,1,0
83900,46.86,0
83901,28.8,0
83901,128.36,0
83902,189,0
83902,155.42,0
83902,66.74,0
83903,22.79,0
83903,9.03,0
83903,12.31,0
83903,153.67,0
83904,33.3,0
83904,54,0
83908,1.79,0
83908,0.99,0
83911,128.38,0
83911,204.16,0
83912,1,0
83913,2.68,0
83914,7,0
83915,14.9,0
83915,39.9,0
83916,20,0
83916,2.58,0
83918,155,0
83920,1,0
83920,1.29,0
83921,2.37,0
83922,47.5,0
83922,466.19,0
83923,15,0
83923,203.22,0
83924,88.09,0
83924,59.9,0
83925,1.79,0
83926,12.49,0
83930,9.87,0
83930,239.97,0
83934,7.68,0
83934,50,0
83934,1,1
83936,12.31,0
83940,148.67,0
83940,1.29,0
83941,10.02,0
83941,181.6,0
83943,0.99,0
83943,3.99,0
83944,39,0
83944,258.17,0
83944,96,0
83945,436.6,0
83945,9.99,0
83945,11.5,0
83945,12.31,0
83945,7.68,0
83946,17.99,0
83947,60,0
83947,121.01,0
83947,410.55,0
83947,97.01,0
83948,699.8,0
83950,35,0
83950,14.48,0
83950,27.49,0
83952,1.98,0
83955,1.98,0
83955,195.23,0
83956,53.89,0
83957,1.29,0
83958,97.15,0
83959,6.99,0
83959,30,0
83963,405.95,0
83963,1.79,0
83963,3.02,0
83963,11.4,0
83965,101.98,0
83966,10,0
83966,39.95,0
83967,29.99,0
83967,4.5,0
83968,35.92,0
83969,1.23,0
83969,0.89,0
83969,228.8,0
83970,73.55,0
83970,22.82,0
83971,1.99,0
83971,69.95,0
83971,1.99,0
83972,92.99,0
83973,0.99,0
83973,6,0
83973,9.23,0
83973,9.23,0
83973,9.24,0
83973,9.24,0
83974,10.87,0
83974,19.15,0
83975,14.99,0
83975,0.74,0
83976,1.29,0
83976,9.11,0
83977,44.95,0
83977,277,0
83978,6.09,0
83979,338.31,0
83979,10.98,0
83980,1.98,0
83981,1,0
83981,9.99,0
83981,39.95,0
83982,1.98,0
83985,1.98,0
83986,264.76,0
83987,75.66,0
83987,19.95,0
83988,2.69,0
83990,3.59,0
83991,46.5,0
83992,4.34,0
83993,8.7,0
83993,33.98,0
83994,66,0
83994,20,0
83995,0.99,0
83996,2.95,0
83996,4.49,0
83997,37.72,0
83997,31.94,0
83998,83.53,0
83998,200,0
83998,288.41,0
83999,8.99,0
83999,456.89,0
84000,1,0
84000,13,0
84001,19.75,0
84001,37.73,0
84002,174.95,0
84002,10,0
84003,29.56,0
84003,7.49,0
84004,0.99,0
84005,91.51,0
84005,127.33,0
84006,7,0
84007,2.69,0
84008,28,0
84008,13.48,0
84009,34.74,0
84009,7.49,0
84009,2.69,0
84010,15,0
84010,1.29,0
84010,4276.82,0
84010,6.45,0
84010,144.8,0
84011,151,0
84011,6.41,0
84014,1073.4,0
84014,6.12,0
84016,10.65,0
84016,24,0
84016,19.02,0
84017,36,0
84017,2.49,0
84018,51.3,0
84018,477.6,0
84018,29.99,0
84019,84.95,0
84021,6.23,0
84022,20.3,0
84022,18.92,0
84023,24.95,0
84025,4.99,0
84025,172,0
84025,49.99,0
84026,0.77,0
84027,2.69,0
84029,40.9,0
84030,1.99,0
84031,145.09,0
84031,232.23,0
84031,225.9,0
84032,62.89,0
84032,25,0
84033,0.89,0
84033,4,0
84033,0.76,0
84033,9.99,0
84034,13.45,0
84035,3.59,0
84036,1,0
84036,45,0
84036,0.76,0
84036,4.72,0
84036,24.95,0
84037,9.84,0
84038,84.2,0
84038,1.98,0
84039,1.29,0
84040,22.5,0
84043,57.05,0
84043,9.99,0
84044,1.79,0
84044,0.77,0
84045,3.47,0
84045,9.63,0
84046,3.2,0
84046,11.88,0
84046,0.89,0
84050,39.97,0
84050,12.97,0
84051,0.99,0
84051,37,0
84051,6.78,0
84052,193.98,0
84054,2.69,0
84054,1,0
84055,24,0
84055,144,0
84055,1,0
84056,107.04,0
84057,2.99,0
84059,16.65,0
84059,752.85,0
84060,22.08,0
84061,31.5,0
84061,79.85,0
84063,6.05,0
84065,20.05,0
84065,23.96,0
84066,65.8,0
84066,0.69,0
84067,1,0
84067,15,0
84067,9.9,0
84068,1.98,0
84068,26.54,0
84068,0.78,0
84069,7.14,0
84069,4.56,0
84070,24.99,0
84070,15.79,0
84070,9.2,0
84070,31.17,0
84071,32,0
84071,38,0
84072,1.39,0
84072,20.18,0
84072,82.03,0
84073,20.99,0
84073,59.15,0
84073,138.65,0
84074,1000,0
84075,0.22,0
84075,0.01,0
84075,14.17,0
84075,17.05,0
84075,64,0
84077,0.99,0
84079,0,0
84079,87.8,0
84080,5.6,0
84080,1.29,0
84080,0.99,0
84081,47.66,0
84081,20.98,0
84081,12.16,0
84081,276.69,0
84081,2,0
84084,2.49,0
84084,27.94,0
84085,1.29,0
84085,54.9,0
84086,52.02,0
84086,84.64,0
84087,11.98,0
84088,11.94,0
84088,1.98,0
84089,40.98,0
84089,12.99,0
84090,79.87,0
84090,2.69,0
84091,212.77,0
84092,49.92,0
84092,96.33,0
84093,9.99,0
84094,52.98,0
84094,1,0
84094,1,0
84094,1,0
84094,1,0
84094,8.01,0
84094,1.98,0
84095,24.99,0
84096,50.74,0
84096,63.58,0
84096,4,0
84097,86,0
84097,95,0
84097,57.08,0
84097,24.99,0
84098,1061.25,0
84098,18.28,0
84098,1.98,0
84098,2.99,0
84099,26.14,0
84099,5.8,0
84099,1,0
84100,10,0
84101,26.99,0
84102,40.08,0
84102,29.99,0
84102,9.99,0
84103,7.56,0
84103,22.99,0
84103,63.2,0
84103,173.35,0
84104,2.49,0
84104,54.9,0
84104,120.5,0
84104,2.28,0
84104,20,0
84105,20,0
84105,15.99,0
84106,13.02,0
84106,16.91,0
84106,9.42,0
84106,7.46,0
84106,9.99,0
84109,22.76,0
84109,126,0
84110,8.73,0
84110,52.9,0
84110,11.5,0
84111,1.98,0
84111,223.73,0
84111,4.49,0
84112,89.4,0
84112,4.58,0
84112,1.98,0
84113,2.68,0
84115,359,0
84115,121.99,0
84116,40.25,0
84116,1.98,0
84117,20,0
84117,18.94,0
84118,8.49,0
84118,9.99,0
84119,100,0
84119,1.17,0
84120,2.97,0
84120,5.08,0
84121,113.8,0
84121,15,0
84122,2.49,0
84123,25,0
84123,11.5,0
84124,17.09,0
84126,1.98,0
84126,16.99,0
84126,20.1,0
84126,289,0
84127,107,0
84127,1.29,0
84131,220.98,0
84131,10.98,0
84132,40.99,0
84132,1.98,0
84133,43.54,0
84133,1,0
84134,2.69,0
84135,330.26,0
84136,1868.88,0
84136,51.5,0
84136,6.09,0
84136,31,0
84137,1.79,0
84137,3.87,0
84138,86,0
84138,1.29,0
84138,0.85,0
84138,61,0
84138,174.95,0
84139,40.19,0
84140,16,0
84140,99,0
84141,8.93,0
84141,2.75,0
84143,4.99,0
84143,51.7,0
84144,835,0
84144,1.98,0
84144,173.86,0
84145,105.5,0
84145,21,0
84146,29.95,0
84148,23.71,0
84148,19.99,0
84149,75.28,0
84150,84.95,0
84151,16.57,0
84151,8.99,0
84151,19.65,0
84152,27.5,0
84152,25.61,0
84153,374.97,0
84153,200,0
84154,79.87,0
84155,721.55,0
84155,4.49,0
84156,3.59,0
84156,6.33,0
84156,5.48,0
84157,118.08,0
84157,5.32,0
84157,11.28,0
84157,15,0
84158,10,0
84159,15,0
84159,19.86,0
84159,8.91,0
84159,1.58,0
84159,0.76,0
84159,139.98,0
84159,5,0
84160,20.36,0
84160,29.7,0
84160,21.29,0
84160,169.28,0
84161,534.98,0
84161,0.68,0
84163,108,0
84163,6.05,0
84163,23.98,0
84165,2.6,0
84165,4.3,0
84166,59.9,0
84166,19.95,0
84166,9.97,0
84166,0,0
84167,16.99,0
84167,6.69,0
84167,4.49,0
84167,1.98,0
84168,5.97,0
84168,9.21,0
84168,96.62,0
84168,9.99,0
84169,37.84,0
84169,2.69,0
84169,84.38,0
84171,1.78,0
84171,1,0
84174,0.99,0
84174,69.78,0
84175,15.99,0
84176,1.98,0
84176,8.39,0
84176,8.92,0
84176,57,0
84177,317.03,0
84177,1,0
84177,99,0
84178,20,0
84181,36.06,0
84182,0.89,0
84183,133.4,0
84184,60.85,0
84184,18.72,0
84185,1,0
84186,6.09,0
84188,3.21,0
84189,1007.8,0
84189,5.83,0
84190,0.89,0
84191,1,0
84191,40.5,0
84191,1.51,0
84192,1.79,0
84192,18.38,0
84193,49.47,0
84193,29.95,0
84193,49.95,0
84194,0.79,0
84194,30.9,0
84195,3.84,0
84195,18.58,0
84196,24.27,0
84196,36.33,0
84196,22.06,0
84196,18.83,0
84197,152.74,0
84197,5,0
84198,0.76,0
84198,23.02,0
84198,8.99,0
84199,2.97,0
84201,19.95,0
84201,5,0
84202,18.07,0
84202,4.9,0
84202,25.15,0
84202,15.54,0
84202,0.89,0
84203,14.28,0
84203,18,0
84204,0,1
84204,0,1
84204,512.25,1
84204,512.25,1
84204,115,0
84205,116.26,0
84205,96.89,0
84205,16.02,0
84206,1,0
84207,39.95,0
84208,0.79,0
84209,8.98,0
84209,1,0
84210,243.47,0
84210,9.99,0
84210,52.95,0
84211,7.78,0
84211,45.64,0
84212,56.98,0
84213,4.34,0
84213,38.11,0
84213,2.49,0
84214,270,0
84215,0,0
84216,12.47,0
84216,0,0
84216,161.46,0
84216,42.8,0
84217,454.44,0
84217,34,0
84217,0,0
84218,7.57,0
84218,1074.6,0
84218,19.95,0
84218,1.29,0
84219,17.43,0
84220,11.3,0
84220,94.22,0
84221,0,0
84221,30.75,0
84221,99,0
84222,53.89,0
84222,8.33,0
84222,7.38,0
84222,0,0
84223,7.56,0
84223,4.49,0
84224,1.79,0
84224,30.8,0
84224,53.61,0
84224,0,0
84224,30.06,0
84225,4.99,0
84226,9.49,0
84226,53.61,0
84226,29.89,0
84226,352.85,0
84228,2.99,0
84229,106.47,0
84231,11.33,0
84231,11.88,0
84232,994.92,0
84233,9.81,0
84233,1,0
84235,1.98,0
84235,100.29,0
84235,26.74,0
84236,52.18,0
84236,30,0
84239,20.15,0
84240,59.74,0
84241,1.46,0
84241,54.13,0
84241,9.03,0
84242,0.74,0
84243,554.5,0
84244,49,0
84245,34,0
84245,17.99,0
84245,10,0
84245,99.99,0
84246,75,0
84246,29.99,0
84246,5.49,0
84247,39.06,0
84248,1054.46,0
84249,9.99,0
84249,212.55,0
84249,89.99,0
84250,4.99,0
84251,20.49,0
84252,5.32,0
84252,6.28,0
84253,18.07,0
84254,22.65,0
84254,5.32,0
84256,2.69,0
84256,25.49,0
84257,474.9,0
84257,9,0
84259,3164.76,0
84261,7.6,0
84262,499.32,0
84262,2.24,0
84262,169.28,0
84262,31.99,0
84263,157,0
84264,5,0
84265,28.99,0
84266,14.4,0
84267,25,0
84268,53.75,0
84269,99,0
84270,39.6,0
84271,30.14,0
84272,27.33,0
84274,1374.29,0
84274,59.95,0
84275,11.11,0
84275,9.99,0
84275,35.5,0
84275,31.22,0
84275,19.94,0
84276,1.79,0
84277,68,0
84277,17.67,0
84278,17.95,0
84279,0.1,0
84280,7.28,0
84280,9.28,0
84281,20.4,0
84281,10.65,0
84281,11.63,0
84283,1.79,0
84283,29.95,0
84284,316,0
84284,10.97,0
84285,6.08,0
84286,5.96,0
84286,10.5,0
84288,19.99,0
84288,42,0
84289,6.99,0
84289,1.98,0
84289,0.89,0
84290,30,0
84291,148,0
84291,4.4,0
84293,124.54,0
84295,36.29,0
84298,11.5,0
84299,5,0
84300,11.5,0
84300,0.99,0
84301,10.2,0
84302,136.54,0
84303,0.75,0
84306,0.89,0
84308,20.63,0
84310,4,0
84310,3.84,0
84311,240.79,0
84311,220,0
84311,16.17,0
84312,40.46,0
84312,1,0
84313,17.11,0
84313,2.67,0
84314,34.99,0
84316,15.54,0
84316,1.98,0
84319,132,0
84319,2.29,0
84320,43.4,0
84320,14.95,0
84320,18.43,0
84321,56.05,0
84321,3.88,0
84322,73,0
84322,11.99,0
84324,1,0
84324,17.24,0
84325,90,0
84326,0.89,0
84326,9.99,0
84327,39.46,0
84328,18.16,0
84328,290,0
84329,1.29,0
84329,109.98,0
84329,209,0
84329,111.05,0
84330,0.89,0
84330,17.8,0
84333,1,0
84334,15,0
84334,1,0
84335,47.18,0
84335,20,0
84335,0.99,0
84336,16.99,0
84336,0.76,0
84337,7.53,0
84337,2,0
84337,19.4,0
84337,23,0
84337,1.98,0
84339,4.49,0
84339,9.08,0
84339,23.9,0
84339,28.74,0
84340,30,0
84341,327,0
84341,10.49,0
84342,0.77,0
84342,0.91,0
84342,14,0
84342,0.89,0
84342,28.63,0
84343,1.84,0
84343,4.49,0
84344,25,0
84345,74,0
84346,16.91,0
84347,39,0
84347,45.03,0
84347,48.1,0
84347,0.76,0
84348,71.1,0
84348,8.99,0
84350,22.78,0
84350,1261.4,0
84350,43.96,0
84350,23,0
84351,9.99,0
84351,149.95,0
84351,28.26,0
84353,76,0
84355,58.5,0
84358,44.63,0
84358,206,0
84359,39.08,0
84359,49.95,0
84360,19.95,0
84360,8.99,0
84360,30.85,0
84361,68,0
84363,1.29,0
84363,94,0
84363,458.94,0
84364,6.53,0
84364,8.95,0
84365,0.77,0
84365,1.29,0
84365,212.5,0
84365,125.5,0
84366,20,0
84366,200,0
84366,10.59,0
84366,7.18,0
84367,29,0
84369,1.29,0
84369,18.95,0
84370,9.42,0
84372,2.58,0
84374,109,0
84374,34.66,0
84375,73,0
84375,40.62,0
84376,5,0
84377,90.63,0
84377,17.67,0
84378,1,0
84378,1,0
84378,2,0
84378,1,0
84379,44.95,0
84379,9.99,0
84379,1,0
84379,1,0
84380,1,0
84380,1,0
84381,75.31,0
84381,1,0
84381,116.32,0
84381,1,0
84381,5,0
84381,339.5,0
84381,4.99,0
84382,32.7,0
84382,1,0
84382,1,0
84383,21.15,0
84383,1,0
84383,1.29,0
84383,1,0
84384,1,0
84384,213.18,0
84384,1,0
84385,1,0
84385,1,0
84385,1,0
84386,15.95,0
84386,132.8,0
84387,52.03,0
84387,1,0
84387,1,0
84387,376.5,0
84387,4,0
84388,1,0
84389,15,0
84389,1,0
84389,127.48,0
84391,14.5,0
84393,1.79,0
84394,0.75,0
84395,1.29,0
84396,550.74,0
84397,73.85,0
84397,27.85,0
84397,3.99,0
84398,38.94,0
84399,26.95,0
84399,29.09,0
84399,1.79,0
84400,14.95,0
84403,251,0
84406,67,0
84407,0.95,0
84408,1.98,0
84408,53,0
84408,1.79,0
84409,13.99,0
84409,16.99,0
84411,212,0
84413,1228,0
84414,0.95,0
84414,10,0
84415,9.99,0
84415,3.75,0
84415,35.89,0
84417,45,0
84418,9.99,0
84419,116,0
84420,838,0
84420,3.78,0
84421,3.9,0
84421,1.98,0
84421,24.5,0
84421,2.49,0
84422,195.98,0
84422,26.99,0
84422,52.96,0
84423,1.54,0
84423,0.91,0
84424,101.58,0
84425,7.6,0
84426,99.42,0
84426,15.37,0
84427,66.65,0
84427,22.84,0
84428,7.13,0
84428,6,0
84428,18.57,0
84429,59.99,0
84429,232.5,0
84431,2.44,0
84431,12.99,0
84431,808.21,0
84432,1.79,0
84432,506.48,0
84433,221.97,0
84434,11.5,0
84435,0.76,0
84435,161.4,0
84437,3.94,0
84437,247,0
84437,26.99,0
84438,6.48,0
84440,2.15,0
84440,214.71,0
84441,0.89,0
84441,1,0
84442,167.8,0
84443,88.28,0
84444,0.89,0
84444,41.61,0
84445,2.69,0
84445,34.66,0
84447,26.99,0
84449,139.88,0
84450,87.95,0
84450,12.99,0
84453,304.49,0
84453,104.95,0
84454,1.29,0
84454,181.85,0
84455,1,0
84455,282.4,0
84455,1,0
84455,0.89,0
84456,1,0
84457,1,0
84457,10,0
84457,0.99,0
84457,7.99,0
84457,1,0
84458,107,0
84458,1,0
84458,1,0
84458,49.98,0
84458,1,0
84459,189.52,0
84459,1,0
84459,1.79,0
84459,1,0
84459,30,0
84460,1,0
84460,1,0
84460,1,0
84461,1,0
84461,1,0
84462,1,0
84462,1,0
84462,0.89,0
84462,17.99,0
84463,59.89,0
84463,1,0
84463,1,0
84463,0.89,0
84463,10.67,0
84464,1,0
84464,1,0
84464,1.29,0
84464,100,0
84465,9.99,0
84465,34.95,0
84465,1,0
84465,1,0
84465,13.5,0
84466,31.35,0
84466,3.99,0
84466,1,0
84466,1,0
84467,1,0
84467,13.49,0
84467,0.99,0
84467,1,0
84468,4.49,0
84468,18,0
84468,1,0
84469,1,0
84469,1,0
84469,1.78,0
84470,1,0
84470,1.79,0
84470,1,0
84470,39.8,0
84470,1,0
84470,7.59,0
84471,28,0
84471,1,0
84471,29.94,0
84471,1,0
84471,11.5,0
84472,1.98,0
84472,1,0
84472,1,0
84473,1,0
84473,16.99,0
84473,1,0
84473,35.97,0
84473,1,0
84474,216.91,0
84474,1,0
84474,1,0
84474,44.99,0
84475,1,0
84475,15.54,0
84475,1,0
84476,1,0
84476,1,0
84477,99,0
84477,22.22,0
84477,1.98,0
84477,1,0
84477,9.99,0
84477,1,0
84477,378,0
84478,1,0
84478,0.76,0
84478,1,0
84479,1,0
84479,7.75,0
84479,8.98,0
84479,1,0
84480,1,0
84480,1,0
84481,1,0
84481,1,0
84481,208.07,0
84482,1,0
84482,138.63,0
84482,1.18,0
84482,1,0
84483,1,0
84483,1,0
84484,1,0
84484,1,0
84485,434.96,0
84485,1,0
84485,1,0
84486,1,0
84486,1,0
84486,84.88,0
84486,38.62,0
84486,4.49,0
84486,8.99,0
84487,1,0
84487,1,0
84487,1.79,0
84488,1,0
84488,316,0
84488,1,0
84489,39.99,0
84489,1,0
84489,1,0
84490,1,0
84490,1,0
84491,1,0
84491,1,0
84492,1,0
84492,1,0
84492,1,0
84492,38.03,0
84492,367.7,0
84493,1,0
84493,1,0
84493,0.89,0
84494,1,0
84494,1,0
84495,7.15,0
84495,1,0
84495,1,0
84496,1,0
84496,19,0
84496,1,0
84496,73.32,0
84497,5.49,0
84497,1,0
84497,47,0
84497,50,0
84497,136,0
84497,1,0
84497,23.9,0
84498,22.9,0
84498,141.5,0
84498,69.99,0
84498,1,0
84498,2.23,0
84498,1,0
84499,1,0
84499,0.76,0
84499,9.42,0
84499,12.16,0
84499,1,0
84500,1,0
84500,1,0
84501,1,0
84501,1,0
84501,1,0
84502,1,0
84502,1,0
84503,1.79,0
84503,1,0
84503,1,0
84503,1,0
84503,0.76,0
84504,25,0
84504,1,0
84504,10,0
84505,11.53,0
84505,1,0
84505,1,0
84505,9.03,0
84505,74.9,0
84506,1,0
84506,1,0
84507,1,0
84507,1,0
84507,27.05,0
84508,1,0
84508,1.29,0
84508,0.89,0
84508,2.69,0
84508,1,0
84509,39.13,0
84509,1,0
84509,11.41,0
84509,1,0
84510,1,0
84510,133.95,0
84510,0.77,0
84510,1,0
84511,11.5,0
84511,1,0
84511,5.17,0
84511,1,0
84512,16.88,0
84512,1,0
84512,1,0
84512,74,0
84512,138.1,0
84512,7.62,0
84513,1,0
84513,3.3,0
84513,45.99,0
84513,1,0
84513,67,0
84514,1,0
84514,1,0
84515,1,0
84515,1,0
84515,57.52,0
84516,5.99,0
84516,1,0
84516,1,0
84517,1,0
84517,1,0
84517,1,0
84517,35.97,0
84517,94.8,0
84518,1,0
84518,1.98,0
84518,20.97,0
84518,1,0
84519,1,0
84519,1,0
84519,27.3,0
84520,1,0
84520,1,0
84520,8.99,0
84521,1,0
84521,1,0
84522,1,0
84522,12.37,0
84522,1,0
84522,65,0
84523,1,0
84523,40.6,0
84523,15.92,0
84523,1,0
84524,0.89,0
84524,5.99,0
84524,0.01,0
84524,5.76,0
84524,1,0
84524,41.9,0
84525,1,0
84525,1,0
84526,7.41,0
84526,1,0
84526,0.61,0
84526,1,0
84526,1.98,0
84527,26.87,0
84527,53.9,0
84527,1,0
84527,0.99,0
84527,12.99,0
84527,1,0
84528,1,0
84528,0.76,0
84528,1,0
84528,456.75,0
84529,1,0
84529,1,0
84529,404.86,0
84530,1,0
84530,74.85,0
84530,1.9,0
84531,12.31,0
84531,1,0
84531,1,0
84532,1,0
84532,1,0
84532,17.99,0
84533,1,0
84533,9,0
84533,1,0
84533,31.94,0
84534,318,0
84534,1,0
84535,1,0
84535,1,0
84535,67,0
84535,1,0
84536,114,0
84536,1,0
84536,1,0
84537,1,0
84537,1,0
84537,99.95,0
84538,10.99,0
84538,1,0
84538,330.05,0
84538,4.99,0
84538,20.04,0
84538,1,0
84539,42.96,0
84539,8.07,0
84539,1,0
84539,17.01,0
84539,3.17,0
84540,1,0
84540,10,0
84540,1,0
84541,1,0
84541,1,0
84542,0.99,0
84542,1,0
84542,1,0
84542,59.15,0
84543,42,0
84543,35.97,0
84543,1,0
84543,1,0
84544,392.2,0
84544,1,0
84544,1,0
84544,1,0
84545,1,0
84545,209.4,0
84545,1,0
84545,0.89,0
84546,1,0
84546,39,0
84546,19.89,0
84546,1,0
84546,149.11,0
84547,1,0
84547,2.49,0
84547,0.99,0
84547,1,0
84548,108,0
84548,1,0
84548,1,0
84549,1,0
84549,1,0
84549,6.4,0
84550,0.89,0
84550,1.79,0
84550,288.59,0
84550,21.1,0
84550,1,0
84550,1,0
84551,73,0
84551,263.12,0
84551,1,0
84551,1,0
84552,1,0
84552,10.99,0
84552,1,0
84552,20,0
84552,153.74,0
84552,71.1,0
84553,1,0
84553,1,0
84554,1,0
84554,1,0
84554,1,0
84555,1,0
84555,49,0
84555,4,0
84555,58.8,0
84556,1,0
84556,39.41,0
84556,1,0
84556,11.35,0
84557,1,0
84557,0.77,0
84557,1,0
84558,1,0
84558,1,0
